1.9993125,2.36925,2.861625,2.836125,2.8509375,2.8455,2.857875,2.85825,2.16075,2.8576875,2.4075
2.004,2.37525,2.867625,2.847,2.858625,2.845875,2.8599375,2.865375,2.1615,2.8629375,2.4121875
2.0041875,2.3698125,2.8674375,2.8359375,2.8591875,2.8468125,2.858625,2.85675,2.1613125,2.863875,2.4121875
1.9936875,2.3739375,2.8674375,2.8475625,2.8588125,2.8460625,2.8588125,2.856375,2.161125,2.864625,2.40525
2.004,2.368875,2.866875,2.8365,2.859375,2.8455,2.8591875,2.8513125,2.1620625,2.8640625,2.40975
2.004,2.3739375,2.8659375,2.845875,2.8591875,2.8460625,2.8580625,2.85,2.1615,2.8644375,2.4125625
2.004,2.3683125,2.8651875,2.8355625,2.8588125,2.845125,2.8584375,2.862,2.1624375,2.8648125,2.4125625
2.0034375,2.372625,2.866125,2.8460625,2.8584375,2.8441875,2.857875,2.8655625,2.16375,2.8659375,2.412375
2.0038125,2.367375,2.8648125,2.835,2.85825,2.844375,2.857875,2.8648125,2.1645,2.866875,2.4091875
2.0034375,2.3716875,2.8648125,2.84475,2.85825,2.84475,2.8569375,2.8655625,2.1639375,2.8659375,2.41275
2.7721875,2.47275,2.86575,2.8430625,2.854125,2.8415625,2.8539375,2.8665,2.1744375,2.873625,2.412375
2.7811875,2.4793125,2.871,2.84925,2.8603125,2.84625,2.855625,2.8704375,2.17725,2.8771875,2.40825
2.783625,2.482125,2.869875,2.8490625,2.8575,2.8453125,2.8569375,2.869875,2.1796875,2.8798125,2.4118125
2.7901875,2.4853125,2.871375,2.849625,2.8486875,2.8460625,2.8565625,2.869875,2.1795,2.8805625,2.409
2.7939375,2.48775,2.8719375,2.84925,2.857125,2.8449375,2.8573125,2.869875,2.1789375,2.8779375,2.409
2.7984375,2.49,2.8723125,2.84925,2.857125,2.846625,2.856375,2.8700625,2.17725,2.8775625,2.4121875
2.80275,2.4928125,2.8723125,2.8494375,2.8483125,2.8460625,2.856375,2.8700625,2.18025,2.8805625,2.412
2.8055625,2.4943125,2.8725,2.84925,2.8464375,2.8464375,2.8569375,2.869875,2.179875,2.881125,2.41275
2.811375,2.4988125,2.8725,2.8490625,2.8565625,2.8460625,2.85675,2.87025,2.179125,2.879625,2.4136875
2.8145625,2.5005,2.87325,2.84925,2.8575,2.8449375,2.8573125,2.8711875,2.178,2.877,2.412375
2.8198125,2.504625,2.8730625,2.850375,2.8539375,2.8460625,2.8561875,2.8708125,2.1781875,2.88,2.4133125
2.822625,2.5059375,2.873625,2.849625,2.8453125,2.84625,2.8573125,2.871,2.1815625,2.8813125,2.4125625
2.8265625,2.5093125,2.8734375,2.8505625,2.85375,2.8460625,2.856,2.869875,2.181,2.8809375,2.4091875
2.8284375,2.5125,2.8734375,2.849625,2.8573125,2.84625,2.85675,2.87025,2.17875,2.87775,2.4080625
2.835375,2.5160625,2.874,2.8509375,2.8580625,2.8460625,2.8561875,2.8711875,2.1796875,2.8805625,2.4088125
2.839875,2.5190625,2.8753125,2.851125,2.8468125,2.8456875,2.85675,2.8704375,2.1815625,2.8809375,2.4043125
2.84325,2.5216875,2.87475,2.85075,2.8501875,2.8460625,2.8561875,2.871375,2.182125,2.8824375,2.3975625
2.8475625,2.5245,2.875875,2.8516875,2.8558125,2.84625,2.856,2.8700625,2.1789375,2.8783125,2.3895
2.8498125,2.5275,2.87475,2.85075,2.8580625,2.84625,2.856375,2.871375,2.1800625,2.8809375,2.393625
2.85525,2.53125,2.876625,2.851875,2.8498125,2.8460625,2.85675,2.871,2.182125,2.8824375,2.3926875
2.8584375,2.53425,2.877,2.8515,2.847375,2.8453125,2.857125,2.871,2.1825,2.881875,2.394
2.8625625,2.537625,2.8768125,2.8516875,2.8573125,2.845875,2.857125,2.871,2.180625,2.879625,2.3911875
2.8933125,2.5603125,2.878125,2.8528125,2.8471875,2.8468125,2.856375,2.870625,2.175,2.8813125,2.4045
2.9236875,2.5978125,2.88,2.8520625,2.8595625,2.8434375,2.8524375,2.866875,2.18175,2.8813125,2.3960625
2.9551875,2.637375,2.8869375,2.854875,2.8505625,2.8445625,2.8528125,2.868,2.17875,2.8755,2.394375
2.9836875,2.6803125,2.895,2.8576875,2.863125,2.8449375,2.853375,2.869875,2.1855,2.886,2.3955
