2.1166875,2.8678125,2.1320625,2.6893125,2.6731875,2.6491875,2.673375,2.656875,2.5801875,2.768625,2.608125,2.6570625
2.1294375,2.878125,2.1504375,2.6955,2.67375,2.655,2.679375,2.656875,2.585625,2.769,2.626875,2.663625
2.1298125,2.856,2.154,2.695125,2.674875,2.655375,2.6799375,2.6565,2.586,2.7680625,2.626125,2.66325
2.128875,2.8603125,2.1541875,2.6955,2.6745,2.655,2.67375,2.656125,2.58375,2.7684375,2.6251875,2.6630625
2.1286875,2.8573125,2.1549375,2.6953125,2.665125,2.6540625,2.679375,2.65575,2.586,2.7680625,2.625,2.662875
2.1286875,2.859,2.1545625,2.695125,2.6769375,2.653875,2.67975,2.655375,2.585625,2.767875,2.62425,2.6625
2.1283125,2.860125,2.1555,2.694375,2.674125,2.653875,2.6769375,2.655,2.584125,2.7673125,2.6229375,2.662125
2.128875,2.857125,2.1541875,2.6934375,2.668875,2.65275,2.67975,2.654625,2.5850625,2.7675,2.6233125,2.6619375
2.128125,2.8554375,2.1541875,2.693625,2.676,2.6521875,2.680125,2.6510625,2.585625,2.767125,2.6225625,2.6615625
2.1283125,2.8565625,2.1555,2.6926875,2.6803125,2.6514375,2.6739375,2.653875,2.5854375,2.7661875,2.6210625,2.6611875
2.1285,2.8573125,2.1556875,2.6926875,2.676375,2.650875,2.6799375,2.6536875,2.586375,2.7654375,2.6210625,2.6608125
2.1286875,2.87475,2.1564375,2.6925,2.6803125,2.6510625,2.6799375,2.653125,2.5861875,2.7650625,2.620875,2.66025
2.128875,2.860875,2.155125,2.6923125,2.67825,2.6503125,2.674125,2.6525625,2.584125,2.7645,2.619375,2.6600625
2.1286875,2.8659375,2.1553125,2.69175,2.674125,2.6506875,2.679,2.650875,2.584125,2.7645,2.61975,2.6596875
2.128125,2.857125,2.1560625,2.691375,2.67975,2.650125,2.679,2.64975,2.5854375,2.762625,2.617875,2.659125
2.1285,2.8520625,2.1555,2.691,2.6844375,2.6499375,2.679375,2.6503125,2.5846875,2.7639375,2.6176875,2.6589375
2.1279375,2.851875,2.1575625,2.6900625,2.6758125,2.649375,2.6803125,2.650125,2.5850625,2.7631875,2.606625,2.65875
2.1275625,2.849625,2.157375,2.690625,2.6855625,2.6491875,2.67975,2.646,2.584875,2.76225,2.6173125,2.658375
2.1285,2.84925,2.157375,2.6900625,2.6836875,2.6503125,2.674125,2.648625,2.585625,2.76225,2.6049375,2.658
2.1279375,2.8486875,2.1579375,2.6895,2.6889375,2.6499375,2.679375,2.64675,2.585625,2.7620625,2.615625,2.657625
2.1285,2.849625,2.158875,2.689125,2.68575,2.6495625,2.6803125,2.6469375,2.586,2.7616875,2.604375,2.6563125
2.1290625,2.847375,2.1598125,2.6874375,2.690625,2.6491875,2.6731875,2.6480625,2.5861875,2.7616875,2.6143125,2.656125
2.128875,2.846625,2.1605625,2.6865,2.679,2.648625,2.6795625,2.6469375,2.587125,2.761875,2.6030625,2.6555625
2.1286875,2.8460625,2.16225,2.6866875,2.6930625,2.648625,2.6803125,2.6445,2.586375,2.761875,2.6131875,2.655375
2.127,2.845875,2.16225,2.686125,2.6911875,2.6484375,2.6805,2.6480625,2.5865625,2.76075,2.60175,2.655
2.1260625,2.845875,2.162625,2.6865,2.6956875,2.64825,2.6806875,2.647125,2.5875,2.7609375,2.6115,2.6548125
2.126625,2.8464375,2.163375,2.686875,2.693625,2.647875,2.680875,2.646375,2.5875,2.7598125,2.600625,2.65425
2.1253125,2.8460625,2.163375,2.6866875,2.6990625,2.6473125,2.674875,2.6461875,2.5876875,2.7601875,2.611125,2.653875
2.126625,2.846625,2.1654375,2.6865,2.696625,2.647125,2.680125,2.6454375,2.5876875,2.7598125,2.6000625,2.6535
2.1253125,2.8486875,2.1650625,2.686125,2.701875,2.6469375,2.6805,2.645625,2.5880625,2.758875,2.60925,2.653125
2.1264375,2.8468125,2.16675,2.6866875,2.6986875,2.6465625,2.6750625,2.6443125,2.587125,2.759625,2.5985625,2.6529375
2.12475,2.8415625,2.1669375,2.6870625,2.695125,2.646375,2.680875,2.6458125,2.587125,2.75775,2.608875,2.6525625
2.1260625,2.84175,2.168625,2.686875,2.70525,2.646,2.6713125,2.6379375,2.5880625,2.75775,2.5981875,2.652
2.1245625,2.841,2.1688125,2.6866875,2.7075,2.6458125,2.6803125,2.6443125,2.5865625,2.756625,2.608125,2.652
2.1256875,2.8426875,2.1706875,2.68575,2.7,2.6454375,2.6709375,2.644125,2.5876875,2.755875,2.5966875,2.652375
2.12475,2.8426875,2.17125,2.6855625,2.7103125,2.64525,2.680875,2.6443125,2.5876875,2.7560625,2.606625,2.6518125
2.1256875,2.842875,2.1721875,2.686125,2.7114375,2.644875,2.6649375,2.64375,2.5888125,2.7556875,2.595,2.651625
2.124,2.8430625,2.1733125,2.6848125,2.71275,2.64375,2.6805,2.6431875,2.588625,2.7553125,2.6049375,2.6510625
2.1241875,2.8434375,2.173875,2.685,2.715,2.644125,2.6716875,2.6398125,2.5888125,2.7556875,2.5940625,2.6506875
2.1230625,2.8464375,2.1751875,2.6844375,2.7166875,2.6431875,2.6746875,2.64225,2.5779375,2.7553125,2.604,2.6505
2.1253125,2.8485,2.1766875,2.6844375,2.71725,2.6435625,2.6724375,2.6424375,2.588625,2.753625,2.5929375,2.650125
2.1234375,2.84775,2.1765,2.68425,2.7200625,2.643375,2.6769375,2.6420625,2.5783125,2.7541875,2.6023125,2.6495625
2.1245625,2.848125,2.179125,2.684625,2.7204375,2.6431875,2.6731875,2.6416875,2.5888125,2.754375,2.6011875,2.6495625
2.12325,2.8419375,2.1800625,2.684625,2.7133125,2.643,2.6795625,2.641125,2.5785,2.7549375,2.6008125,2.649375
2.1238125,2.8351875,2.1815625,2.68425,2.723625,2.6424375,2.672625,2.6409375,2.5876875,2.753625,2.60025,2.6488125
2.1226875,2.8365,2.184375,2.6840625,2.7255,2.6420625,2.6776875,2.64075,2.5785,2.753625,2.6000625,2.6484375
2.1234375,2.836125,2.185875,2.683875,2.7271875,2.641875,2.6731875,2.64,2.5875,2.752875,2.599875,2.6484375
2.1223125,2.8381875,2.18775,2.683875,2.729625,2.6416875,2.68275,2.6398125,2.5783125,2.7530625,2.5993125,2.6476875
2.12325,2.8396875,2.1894375,2.6836875,2.7315,2.6415,2.6683125,2.638875,2.5875,2.752875,2.5989375,2.6476875
2.121,2.824125,2.1909375,2.6829375,2.724,2.6413125,2.6835,2.63925,2.5790625,2.752125,2.5989375,2.6475
2.12325,2.8288125,2.2550625,2.68125,2.7774375,2.63625,2.691,2.6334375,2.584875,2.7448125,2.5790625,2.640375
2.12175,2.8295625,2.2576875,2.685,2.783625,2.6390625,2.6941875,2.637375,2.5910625,2.7504375,2.580375,2.6454375
2.125875,2.8288125,2.2599375,2.6859375,2.7845625,2.6398125,2.695125,2.636625,2.594625,2.75025,2.5801875,2.64525
2.1238125,2.8291875,2.261625,2.6848125,2.78475,2.6394375,2.69475,2.637375,2.59575,2.7504375,2.5805625,2.6458125
2.124375,2.8299375,2.263125,2.68575,2.7853125,2.6398125,2.6956875,2.6371875,2.5955625,2.7504375,2.5785,2.6450625
2.1245625,2.8305,2.2640625,2.6851875,2.7860625,2.639625,2.6955,2.6371875,2.5948125,2.7495,2.5745625,2.6458125
2.123625,2.8306875,2.2655625,2.68575,2.782875,2.6394375,2.69625,2.6371875,2.5951875,2.75025,2.579625,2.6445
2.124375,2.8303125,2.266875,2.68425,2.787,2.6398125,2.695875,2.6364375,2.595375,2.749875,2.579625,2.644125
2.1253125,2.8314375,2.2678125,2.6855625,2.7883125,2.6385,2.6938125,2.637375,2.596125,2.75025,2.577,2.645625
2.125125,2.832,2.2633125,2.6851875,2.7855,2.640375,2.6956875,2.637,2.59575,2.7500625,2.5815,2.645625
2.125875,2.8306875,2.2576875,2.6855625,2.784,2.639625,2.69625,2.637375,2.5963125,2.7508125,2.5779375,2.646
2.1256875,2.8306875,2.272125,2.685375,2.78775,2.6409375,2.6964375,2.636625,2.5951875,2.7489375,2.5794375,2.6445
2.125875,2.8310625,2.272125,2.684625,2.7909375,2.640375,2.696625,2.6368125,2.5963125,2.7504375,2.5783125,2.6458125
2.1255,2.8299375,2.2749375,2.6844375,2.7928125,2.64,2.69625,2.6364375,2.5948125,2.7495,2.5783125,2.6450625
2.1260625,2.8305,2.2749375,2.6855625,2.793375,2.640375,2.697375,2.637375,2.5966875,2.75025,2.5783125,2.645625
2.1256875,2.8295625,2.275125,2.6851875,2.791875,2.6390625,2.6975625,2.6371875,2.5965,2.7493125,2.5783125,2.64525
2.1260625,2.830875,2.25975,2.68575,2.7939375,2.6385,2.69775,2.6371875,2.5970625,2.7495,2.577375,2.645625
2.125875,2.8303125,2.2760625,2.683125,2.7945,2.6355,2.698125,2.6338125,2.5948125,2.75025,2.5775625,2.64225
2.1260625,2.828625,2.2815,2.6844375,2.795625,2.635125,2.6975625,2.630625,2.597625,2.746875,2.578125,2.64225
2.12625,2.8295625,2.2824375,2.685375,2.7961875,2.6364375,2.6985,2.6341875,2.596875,2.7474375,2.5771875,2.6428125
2.1249375,2.832375,2.2843125,2.68725,2.7976875,2.63625,2.698125,2.6338125,2.5978125,2.7470625,2.57775,2.6428125
2.125875,2.8359375,2.28225,2.6896875,2.79675,2.63775,2.69925,2.635125,2.59725,2.74875,2.5756875,2.6435625
2.127375,2.838375,2.2944375,2.69175,2.8040625,2.6371875,2.6985,2.635875,2.5951875,2.75025,2.57625,2.6454375
2.1245625,2.842125,2.313375,2.6956875,2.8104375,2.6424375,2.6990625,2.6360625,2.5965,2.7508125,2.574,2.64675
2.1238125,2.8464375,2.334375,2.6994375,2.8215,2.6428125,2.7031875,2.6364375,2.5985625,2.751375,2.5711875,2.64825
2.1249375,2.8520625,2.353875,2.70375,2.83425,2.645625,2.7020625,2.6385,2.6008125,2.7538125,2.5704375,2.6506875
2.126625,2.8576875,2.3788125,2.7076875,2.841,2.6278125,2.712375,2.6401875,2.60325,2.75625,2.568,2.6535
2.1256875,2.8651875,2.40525,2.714625,2.8655625,2.6506875,2.71725,2.6420625,2.605875,2.759625,2.5659375,2.656125
2.1285,2.87475,2.4361875,2.72175,2.8850625,2.65425,2.725875,2.6443125,2.6094375,2.76075,2.563875,2.659125
2.1286875,2.8815,2.46975,2.7301875,2.8959375,2.6581875,2.7335625,2.64675,2.6135625,2.764875,2.562,2.664
2.12925,2.891625,2.50275,2.73825,2.9308125,2.6626875,2.741625,2.6495625,2.6173125,2.7691875,2.5591875,2.6664375
2.13075,2.9146875,2.5389375,2.7478125,2.9506875,2.6675625,2.7459375,2.65275,2.623125,2.7733125,2.5573125,2.6724375
2.131875,2.9109375,2.5768125,2.758875,2.976,2.6728125,2.760375,2.6559375,2.6274375,2.776875,2.55525,2.677875
2.1339375,2.923125,2.6143125,2.7703125,3.0015,2.678625,2.7710625,2.656875,2.6330625,2.7819375,2.553375,2.6833125
2.1358125,2.934375,2.6536875,2.782875,3.029625,2.6848125,2.778,2.6649375,2.63925,2.7875625,2.551125,2.689875
2.1376875,2.946,2.6955,2.7961875,3.0585,2.6915625,2.7950625,2.66925,2.645625,2.7928125,2.5485,2.697
2.1388125,2.9600625,2.738625,2.8096875,3.086625,2.6986875,2.8078125,2.67375,2.653125,2.7988125,2.546625,2.7035625
2.1406875,2.9694375,2.7808125,2.8239375,3.1168125,2.7061875,2.8216875,2.678625,2.66175,2.8051875,2.543625,2.71275
2.1414375,2.9835,2.821875,2.839125,3.13725,2.71425,2.8365,2.683875,2.669625,2.811,2.5415625,2.721
2.1421875,2.995125,2.86125,2.8545,3.1775625,2.722125,2.851125,2.6893125,2.6788125,2.8171875,2.5396875,2.73
2.143875,3.0088125,2.9030625,2.8704375,3.2086875,2.7313125,2.8621875,2.695125,2.6878125,2.8258125,2.5365,2.7399375
2.145375,3.0219375,2.9446875,2.887125,3.2390625,2.7399375,2.883375,2.7009375,2.69775,2.8333125,2.53425,2.749875
2.1470625,3.0376875,2.981625,2.9034375,3.2694375,2.7493125,2.8985625,2.7073125,2.708625,2.8419375,2.532,2.7609375
2.1485625,3.0541875,3.024,2.9210625,3.2983125,2.758875,2.9124375,2.7136875,2.7185625,2.8501875,2.5305,2.7721875
2.1511875,3.070125,3.0601875,2.9386875,3.31725,2.769,2.933625,2.7204375,2.73,2.8591875,2.5276875,2.7834375
2.152125,3.08775,3.0961875,2.9563125,3.357375,2.779875,2.9514375,2.7271875,2.7410625,2.8685625,2.5258125,2.79075
2.153625,3.1021875,3.1254375,2.97375,3.386625,2.790375,2.968875,2.734125,2.7519375,2.8790625,2.5235625,2.806875
2.1556875,3.12075,3.1595625,2.991375,3.4025625,2.800875,2.9863125,2.74125,2.763375,2.887875,2.5209375,2.8190625
2.1575625,3.1370625,3.18825,3.009,3.4400625,2.8115625,3.00375,2.745375,2.775375,2.899125,2.5190625,2.8314375
2.159625,3.1426875,3.21975,3.027,3.4659375,2.822625,3.0174375,2.7560625,2.787,2.9085,2.518875,2.844
2.161875,3.1621875,3.24525,3.04425,3.4906875,2.8336875,3.0391875,2.763375,2.799,2.919,2.5164375,2.85675
2.163,3.16875,3.276,3.0616875,3.514125,2.84475,3.057375,2.77125,2.8111875,2.928375,2.5149375,2.8689375
2.1665625,3.183375,3.3013125,3.0785625,3.5368125,2.856,3.0703125,2.7789375,2.823,2.938125,2.5130625,2.8820625
2.1669375,3.199875,3.3290625,3.09525,3.5469375,2.86725,3.091875,2.7868125,2.8351875,2.94825,2.5108125,2.895
2.169375,3.2146875,3.352875,3.111375,3.5780625,2.8785,3.10875,2.7946875,2.8475625,2.9604375,2.5081875,2.9079375
2.1714375,3.228375,3.3781875,3.128625,3.600375,2.8895625,3.125625,2.80275,2.85975,2.9701875,2.50575,2.922
2.173125,3.243,3.4005,3.1449375,3.609375,2.9008125,3.142125,2.8104375,2.871,2.9805,2.504625,2.935125
2.1759375,3.2589375,3.4275,3.1606875,3.6380625,2.911875,3.1584375,2.8186875,2.8839375,2.9900625,2.5029375,2.9480625
2.1778125,3.27225,3.4460625,3.1760625,3.655125,2.9229375,3.169875,2.82675,2.896125,2.9998125,2.500875,2.9608125
2.1793125,3.2889375,3.46575,3.19125,3.6725625,2.9338125,3.1895625,2.8344375,2.907,3.0095625,2.4991875,2.9739375
2.1811875,3.30375,3.48375,3.205875,3.688875,2.9446875,3.20475,2.8426875,2.9195625,3.021,2.4975,2.9825625
