0.9290000000,0.9140000000,0.9010000000,0.8930000000,0.8820000000,0.8800000000,0.8850000000,0.9020000000,0.9170000000,0.9300000000,0.9430000000,0.8890000000,0.8930000000,0.8870000000,0.8860000000,0.8840000000,0.9060000000,0.8850000000,0.8990000000,0.9130000000,0.9420000000,0.9510000000,0.9190000000,0.8950000000,0.9270000000,0.9080000000,0.9050000000,0.9040000000,0.9060000000,0.9130000000,0.9340000000,0.9460000000,0.9640000000,0.9780000000,0.9490000000,0.9230000000,0.9170000000,0.9460000000,0.9640000000,0.9700000000,0.9160000000,0.9900000000,0.9320000000,1.0080000000,0.9670000000,1.0190000000,1.0180000000,1.0190000000,1.0140000000,1.0160000000,1.0420000000,0.9990000000,0.9730000000,0.9560000000
0.9288181818,0.9148181818,0.8982727273,0.8893636364,0.8863636364,0.8817272727,0.8821818182,0.9031818182,0.9168181818,0.9312727273,0.9465454545,0.8900000000,0.8937272727,0.8890909091,0.8859090909,0.8817272727,0.9105454545,0.8815454545,0.8998181818,0.9130909091,0.9427272727,0.9531818182,0.9186363636,0.9040000000,0.9274545455,0.9094545455,0.9052727273,0.9098181818,0.9050909091,0.9117272727,0.9305454545,0.9540909091,0.9630000000,0.9791818182,0.9462727273,0.9232727273,0.9184545455,0.9383636364,0.9565454545,0.9616363636,0.9158181818,0.9884545455,0.9872727273,1.0018181818,0.9677272727,1.0047272727,1.0140909091,1.0170909091,1.0160000000,1.0250000000,1.0419090909,0.9978181818,0.9700909091,0.9523636364
0.9289090909,0.9146363636,0.8990909091,0.8873636364,0.8861818182,0.8829090909,0.8829090909,0.9047272727,0.9190000000,0.9332727273,0.9480000000,0.8903636364,0.8934545455,0.8886363636,0.8846363636,0.8830909091,0.9102727273,0.8825454545,0.9000000000,0.9112727273,0.9447272727,0.9559090909,0.9184545455,0.9042727273,0.9297272727,0.9089090909,0.9060909091,0.9077272727,0.9040000000,0.9110909091,0.9350000000,0.9540000000,0.9664545455,0.9806363636,0.9491818182,0.9240909091,0.9184545455,0.9384545455,0.9493636364,0.9654545455,0.9164545455,0.9888181818,0.9922727273,1.0250909091,0.9665454545,1.0065454545,1.0179090909,1.0253636364,1.0174545455,1.0260909091,1.0451818182,0.9991818182,0.9697272727,0.9530909091
0.9285454545,0.9137272727,0.9000000000,0.8911818182,0.8852727273,0.8836363636,0.8830000000,0.9052727273,0.9204545455,0.9351818182,0.9507272727,0.8905454545,0.8937272727,0.8886363636,0.8850909091,0.8829090909,0.9099090909,0.8830909091,0.9002727273,0.9136363636,0.9446363636,0.9584545455,0.9172727273,0.9040909091,0.9312727273,0.9089090909,0.9029090909,0.9088181818,0.9040000000,0.9112727273,0.9351818182,0.9566363636,0.9672727273,0.9824545455,0.9477272727,0.9243636364,0.9184545455,0.9460000000,0.9542727273,0.9602727273,0.9163636364,0.9826363636,0.9823636364,1.0210909091,0.9684545455,1.0104545455,1.0198181818,1.0283636364,1.0193636364,1.0289090909,1.0493636364,1.0000000000,0.9699090909,0.9532727273
0.9290909091,0.9138181818,0.8984545455,0.8910909091,0.8852727273,0.8828181818,0.8834545455,0.9049090909,0.9220000000,0.9370000000,0.9524545455,0.8906363636,0.8930909091,0.8876363636,0.8858181818,0.8837272727,0.9107272727,0.8839090909,0.9004545455,0.9170909091,0.9480000000,0.9596363636,0.9187272727,0.9057272727,0.9320909091,0.9090909091,0.9045454545,0.9075454545,0.9031818182,0.9129090909,0.9368181818,0.9577272727,0.9700000000,0.9855454545,0.9484545455,0.9238181818,0.9169090909,0.9457272727,0.9570909091,0.9679090909,0.9171818182,0.9824545455,0.9780000000,1.0280000000,0.9696363636,1.0098181818,1.0204545455,1.0260909091,1.0215454545,1.0298181818,1.0383636364,0.9999090909,0.9695454545,0.9540000000
0.9293636364,0.9148181818,0.8959090909,0.8912727273,0.8856363636,0.8827272727,0.8818181818,0.9060000000,0.9234545455,0.9383636364,0.9547272727,0.8908181818,0.8924545455,0.8875454545,0.8855454545,0.8836363636,0.9106363636,0.8838181818,0.9013636364,0.9180000000,0.9513636364,0.9628181818,0.9184545455,0.9045454545,0.9359090909,0.9074545455,0.9044545455,0.9087272727,0.9037272727,0.9130000000,0.9375454545,0.9591818182,0.9719090909,0.9879090909,0.9466363636,0.9239090909,0.9179090909,0.9354545455,0.9611818182,0.9614545455,0.9161818182,0.9907272727,0.9853636364,1.0284545455,0.9691818182,1.0118181818,1.0218181818,1.0267272727,1.0260000000,1.0321818182,1.0508181818,1.0000000000,0.9711818182,0.9539090909
0.9303636364,0.9143636364,0.9005454545,0.8901818182,0.8844545455,0.8833636364,0.8834545455,0.9080000000,0.9251818182,0.9397272727,0.9578181818,0.8915454545,0.8932727273,0.8872727273,0.8851818182,0.8835454545,0.9107272727,0.8830000000,0.9022727273,0.9191818182,0.9529090909,0.9660000000,0.9188181818,0.9050909091,0.9363636364,0.9091818182,0.9054545455,0.9073636364,0.9009090909,0.9139090909,0.9390000000,0.9622727273,0.9735454545,0.9903636364,0.9477272727,0.9245454545,0.9166363636,0.9446363636,0.9554545455,0.9594545455,0.9160909091,0.9903636364,0.9929090909,1.0296363636,0.9690000000,1.0153636364,1.0231818182,1.0299090909,1.0240000000,1.0359090909,1.0608181818,1.0004545455,0.9705454545,0.9539090909
0.9310909091,0.9142727273,0.9003636364,0.8906363636,0.8850909091,0.8842727273,0.8824545455,0.9086363636,0.9260000000,0.9433636364,0.9594545455,0.8901818182,0.8938181818,0.8885454545,0.8860909091,0.8833636364,0.9110909091,0.8843636364,0.9022727273,0.9199090909,0.9547272727,0.9675454545,0.9190000000,0.9052727273,0.9382727273,0.9093636364,0.9059090909,0.9094545455,0.9038181818,0.9141818182,0.9390909091,0.9639090909,0.9766363636,0.9915454545,0.9490000000,0.9241818182,0.9172727273,0.9504545455,0.9574545455,0.9688181818,0.9166363636,0.9896363636,0.9894545455,1.0328181818,0.9700000000,1.0127272727,1.0251818182,1.0318181818,1.0260909091,1.0370000000,1.0576363636,1.0008181818,0.9710909091,0.9552727273
0.9310909091,0.9144545455,0.9019090909,0.8899090909,0.8862727273,0.8882727273,0.8830909091,0.9097272727,0.9268181818,0.9452727273,0.9628181818,0.8913636364,0.8939090909,0.8878181818,0.8858181818,0.8840000000,0.9099090909,0.8851818182,0.9022727273,0.9207272727,0.9564545455,0.9698181818,0.9187272727,0.9051818182,0.9390909091,0.9090909091,0.9055454545,0.9091818182,0.9050909091,0.9137272727,0.9406363636,0.9647272727,0.9780000000,0.9940000000,0.9490000000,0.9240000000,0.9176363636,0.9439090909,0.9554545455,0.9686363636,0.9172727273,0.9834545455,0.9923636364,1.0318181818,0.9690000000,1.0130000000,1.0260000000,1.0338181818,1.0266363636,1.0375454545,1.0647272727,1.0006363636,0.9715454545,0.9536363636
0.9316363636,0.9130909091,0.9047272727,0.8918181818,0.8855454545,0.8841818182,0.8830000000,0.9110909091,0.9284545455,0.9480909091,0.9664545455,0.8930000000,0.8919090909,0.8881818182,0.8860000000,0.8843636364,0.9109090909,0.8852727273,0.9040000000,0.9217272727,0.9589090909,0.9731818182,0.9184545455,0.9041818182,0.9413636364,0.9096363636,0.9060909091,0.9087272727,0.9049090909,0.9136363636,0.9419090909,0.9664545455,0.9796363636,0.9970909091,0.9478181818,0.9239090909,0.9180000000,0.9525454545,0.9552727273,0.9623636364,0.9182727273,0.9910000000,0.9922727273,1.0317272727,0.9701818182,1.0140909091,1.0270000000,1.0335454545,1.0280000000,1.0396363636,1.0670000000,1.0010909091,0.9713636364,0.9547272727
