485.6347241402,0.9090000000
485.7898664474,0.9091875000
485.9460844994,0.9091875000
486.0992140770,0.9090000000
486.2533717155,0.9091875000
486.3984620571,0.9090000000
486.5433762074,0.9091875000
486.6894671917,0.9091875000
486.8367400169,0.9091875000
486.9848201275,0.9091875000
487.1314196587,0.9091875000
487.2779717445,0.9091875000
487.4231417179,0.9091875000
487.5684862137,0.9091875000
487.7143926620,0.9091875000
487.8599922657,0.9091875000
488.0058145523,0.9091875000
488.1520714760,0.9093750000
488.3046658039,0.9091875000
488.4514560699,0.9091875000
488.5987699032,0.9093750000
488.7464294434,0.9093750000
488.8950600624,0.9093750000
489.0431914330,0.9093750000
489.1912274361,0.9095625000
489.3468894958,0.9095625000
489.4956884384,0.9095625000
489.6445624828,0.9093750000
489.7937126160,0.9095625000
489.9429702759,0.9095625000
490.0866034031,0.9095625000
490.2301011086,0.9095625000
490.3747775555,0.9095625000
490.5186505318,0.9095625000
490.6624965668,0.9095625000
490.8065664768,0.9095625000
490.9509723186,0.9095625000
491.0952603817,0.9095625000
491.2393929958,0.9095625000
491.3846523762,0.9095625000
491.5295073986,0.9097500000
491.6829030514,0.9095625000
491.8276839256,0.9097500000
491.9735577106,0.9097500000
492.1193494797,0.9097500000
492.2656216621,0.9097500000
492.4115753174,0.9095625000
492.5572671890,0.9095625000
492.7031004429,0.9095625000
492.8492221832,0.9097500000
492.9949579239,0.9097500000
493.1406264305,0.9097500000
493.2864439487,0.9095625000
493.4325819016,0.9097500000
493.5781092644,0.9097500000
493.7235360146,0.9097500000
493.8701589108,0.9097500000
494.0166716576,0.9095625000
494.1633715630,0.9095625000
494.3098392487,0.9097500000
494.4563171864,0.9097500000
494.6027264595,0.9095625000
494.7491924763,0.9097500000
494.8964710236,0.9097500000
495.0433924198,0.9097500000
495.1898350716,0.9097500000
495.3366663456,0.9097500000
495.4834065437,0.9097500000
495.6305265427,0.9097500000
495.7780597210,0.9097500000
495.9256389141,0.9097500000
496.0729041100,0.9097500000
496.2206773758,0.9097500000
496.3691947460,0.9095625000
496.5171074867,0.9097500000
496.6647129059,0.9097500000
496.8125483990,0.9097500000
496.9605491161,0.9097500000
497.1085491180,0.9097500000
497.2559063435,0.9097500000
497.4034910202,0.9097500000
497.5519802570,0.9097500000
497.7012348175,0.9099375000
497.8586096764,0.9099375000
498.0051341057,0.9097500000
498.1521079540,0.9099375000
498.2987952232,0.9099375000
498.4449152946,0.9099375000
498.5910294056,0.9099375000
498.7372729778,0.9101250000
498.8922207355,0.9101250000
499.0386648178,0.9101250000
499.1849765778,0.9103125000
499.3391897678,0.9103125000
499.4854624271,0.9105000000
499.6414363384,0.9106875000
499.7976646423,0.9108750000
499.9548263550,0.9110625000
500.1129596233,0.9112500000
500.2709915638,0.9116250000
500.4270317554,0.9120000000
500.5842680931,0.9123750000
500.7421820164,0.9127500000
500.8960139751,0.9133125000
501.0493631363,0.9138750000
501.2031140327,0.9144375000
501.3569433689,0.9148125000
501.5124614239,0.9153750000
501.6680700779,0.9159375000
501.8246800900,0.9165000000
501.9818220139,0.9170625000
502.1379387379,0.9176250000
502.2939808369,0.9180000000
502.4499826431,0.9185625000
502.6066520214,0.9191250000
502.7634565830,0.9195000000
502.9206333160,0.9200625000
503.0776004791,0.9204375000
503.2329030037,0.9210000000
503.3879954815,0.9213750000
503.5435497761,0.9215625000
503.6997270584,0.9221250000
503.8569531441,0.9223125000
504.0133249760,0.9226875000
504.1694450378,0.9228750000
504.3257062435,0.9232500000
504.4825675488,0.9234375000
504.6395473480,0.9238125000
504.7963361740,0.9238125000
504.9449720383,0.9240000000
505.1021697521,0.9243750000
505.2597713470,0.9245625000
505.4178686142,0.9245625000
505.5671939850,0.9245625000
505.7167842388,0.9247500000
505.8744022846,0.9249375000
506.0318830013,0.9249375000
506.1812181473,0.9251250000
506.3387227058,0.9251250000
506.4879481792,0.9251250000
506.6372234821,0.9253125000
506.7962543964,0.9253125000
506.9458363056,0.9255000000
507.1041579247,0.9255000000
507.2538156509,0.9255000000
507.4016149044,0.9255000000
