0.1191942692,1.1722500000,1.7111250000
0.2162046432,1.1731875000,1.7107500000
0.3279101849,1.1741250000,1.7101875000
0.4370377064,1.1748750000,1.7098125000
0.5429532528,1.1756250000,1.7094375000
0.6523768902,1.1763750000,1.7088750000
0.7526793480,1.1771250000,1.7085000000
0.8554930687,1.1776875000,1.7081250000
0.9603521824,1.1782500000,1.7077500000
1.0721471310,1.1790000000,1.7073750000
1.1927022934,1.1795625000,1.7070000000
1.3161723614,1.1801250000,1.7066250000
1.4404280186,1.1806875000,1.7062500000
1.5572485924,1.1812500000,1.7056875000
1.6827235222,1.1816250000,1.7055000000
1.8037850857,1.1820000000,1.7049375000
1.9286329746,1.1823750000,1.7045625000
2.0407357216,1.1827500000,1.7043750000
2.1546378136,1.1831250000,1.7038125000
2.2737984657,1.1833125000,1.7034375000
2.3884375095,1.1835000000,1.7032500000
2.5032112598,1.1836875000,1.7028750000
2.6236259937,1.1838750000,1.7025000000
2.7302699089,1.1840625000,1.7021250000
2.8333952427,1.1842500000,1.7019375000
2.9477043152,1.1844375000,1.7015625000
3.0538563728,1.1846250000,1.7011875000
3.1689062119,1.1848125000,1.7008125000
3.2756054401,1.1848125000,1.7006250000
3.3927536011,1.1850000000,1.7004375000
3.5061116219,1.1850000000,1.7000625000
3.6114242077,1.1850000000,1.6996875000
3.7161576748,1.1851875000,1.6993125000
3.8216416836,1.1851875000,1.6991250000
3.9272902012,1.1851875000,1.6987500000
4.0336935520,1.1851875000,1.6985625000
4.1408548355,1.1851875000,1.6981875000
4.2466976643,1.1851875000,1.6980000000
4.3526229858,1.1851875000,1.6976250000
4.4578688145,1.1851875000,1.6974375000
4.5653474331,1.1850000000,1.6970625000
4.6709258556,1.1846250000,1.6966875000
4.7787075043,1.1838750000,1.6963125000
4.8778233528,1.1831250000,1.6959375000
4.9773504734,1.1821875000,1.6953750000
5.0769066811,1.1808750000,1.6951875000
5.1766829491,1.1797500000,1.6948125000
5.2757511139,1.1786250000,1.6946250000
5.3745350838,1.1776875000,1.6942500000
5.4743704796,1.1763750000,1.6938750000
5.5736298561,1.1750625000,1.6936875000
5.6727795601,1.1730000000,1.6933125000
5.7727305889,1.1709375000,1.6929375000
5.8716864586,1.1690625000,1.6927500000
5.9712035656,1.1675625000,1.6923750000
6.0711627007,1.1656875000,1.6920000000
6.1712110043,1.1640000000,1.6918125000
6.2707920074,1.1628750000,1.6914375000
6.3720920086,1.1613750000,1.6912500000
6.4728126526,1.1602500000,1.6908750000
6.5735046864,1.1591250000,1.6906875000
6.6743907928,1.1580000000,1.6905000000
6.7754659653,1.1572500000,1.6901250000
6.8773131371,1.1561250000,1.6899375000
6.9791314602,1.1553750000,1.6895625000
7.0820169449,1.1551875000,1.6893750000
7.1837530136,1.1555625000,1.6890000000
7.2864634991,1.1557500000,1.6886250000
7.3889994621,1.1550000000,1.6884375000
7.4908206463,1.1550000000,1.6882500000
7.5929844379,1.1553750000,1.6878750000
7.6956391335,1.1550000000,1.6876875000
7.7982265949,1.1561250000,1.6871250000
7.9014220238,1.1572500000,1.6869375000
8.0040912628,1.1580000000,1.6865625000
8.1071684361,1.1587500000,1.6860000000
8.2102320194,1.1593125000,1.6856250000
8.3132922649,1.1598750000,1.6850625000
8.4164280891,1.1604375000,1.6845000000
8.5197498798,1.1610000000,1.6839375000
8.6230981350,1.1613750000,1.6835625000
8.7266924381,1.1619375000,1.6830000000
8.8322443962,1.1625000000,1.6824375000
8.9367053509,1.1628750000,1.6820625000
9.0408816338,1.1632500000,1.6815000000
9.1453101635,1.1636250000,1.6815000000
9.2502641678,1.1643750000,1.6813125000
9.3550209999,1.1651250000,1.6813125000
9.4602034092,1.1656875000,1.6811250000
9.5646739006,1.1662500000,1.6811250000
9.6708991528,1.1666250000,1.6811250000
9.7765207291,1.1671875000,1.6809375000
9.8821907043,1.1675625000,1.6809375000
9.9877681732,1.1679375000,1.6807500000
10.0935966969,1.1683125000,1.6805625000
10.1995029449,1.1686875000,1.6805625000
10.3074874878,1.1690625000,1.6803750000
10.4138371944,1.1692500000,1.6801875000
10.5215113163,1.1692500000,1.6800000000
10.6283395290,1.1694375000,1.6800000000
10.7344439030,1.1696250000,1.6798125000
10.8397960663,1.1696250000,1.6798125000
10.9448451996,1.1696250000,1.6796250000
11.0499112606,1.1696250000,1.6794375000
11.1551978588,1.1694375000,1.6792500000
11.2606010437,1.1692500000,1.6790625000
11.3660383224,1.1690625000,1.6788750000
11.4715571404,1.1688750000,1.6786875000
11.5772995949,1.1686875000,1.6785000000
11.6836361885,1.1685000000,1.6785000000
11.7905447483,1.1683125000,1.6783125000
11.8966615200,1.1681250000,1.6781250000
12.0033495426,1.1681250000,1.6779375000
12.1101212502,1.1688750000,1.6777500000
12.2167260647,1.1694375000,1.6775625000
12.3232161999,1.1698125000,1.6775625000
12.4308388233,1.1703750000,1.6773750000
12.5361397266,1.1707500000,1.6771875000
12.6412193775,1.1713125000,1.6770000000
12.7463593483,1.1716875000,1.6770000000
12.8526644707,1.1720625000,1.6768125000
12.9580447674,1.1724375000,1.6768125000
13.0632288456,1.1726250000,1.6766250000
13.1684303284,1.1730000000,1.6764375000
13.2761371136,1.1731875000,1.6762500000
13.3817272186,1.1733750000,1.6760625000
13.4871857166,1.1733750000,1.6758750000
13.5928804874,1.1735625000,1.6755000000
13.6991906166,1.1735625000,1.6753125000
13.8058688641,1.1735625000,1.6753125000
13.9123697281,1.1737500000,1.6749375000
14.0191512108,1.1737500000,1.6747500000
14.1255569458,1.1737500000,1.6745625000
14.2322995663,1.1737500000,1.6743750000
14.3392903805,1.1737500000,1.6741875000
14.4458346367,1.1737500000,1.6740000000
14.5522394180,1.1737500000,1.6738125000
14.6591706276,1.1737500000,1.6736250000
14.7672998905,1.1739375000,1.6734375000
14.8742194176,1.1737500000,1.6730625000
14.9817371368,1.1737500000,1.6730625000
15.0894784927,1.1737500000,1.6726875000
15.1968915462,1.1737500000,1.6725000000
15.3047814369,1.1737500000,1.6723125000
15.4122505188,1.1735625000,1.6721250000
15.5194129944,1.1735625000,1.6719375000
15.6286208630,1.1735625000,1.6717500000
15.7486867905,1.1733750000,1.6713750000
15.8603227139,1.1733750000,1.6711875000
15.9720382690,1.1731875000,1.6710000000
16.0850615501,1.1731875000,1.6706250000
16.1974802017,1.1731875000,1.6704375000
16.3106701374,1.1730000000,1.6702500000
16.4237952232,1.1728125000,1.6698750000
16.5361814499,1.1728125000,1.6696875000
16.6484689713,1.1728125000,1.6693125000
16.7607660294,1.1726250000,1.6691250000
16.8731625080,1.1726250000,1.6687500000
16.9861264229,1.1724375000,1.6685625000
17.0990192890,1.1724375000,1.6683750000
17.2116622925,1.1722500000,1.6681875000
17.3256356716,1.1722500000,1.6678125000
17.4389796257,1.1720625000,1.6676250000
17.5517513752,1.1720625000,1.6672500000
17.6657338142,1.1718750000,1.6670625000
17.7811086178,1.1718750000,1.6666875000
17.8947637081,1.1716875000,1.6665000000
18.0086810589,1.1716875000,1.6663125000
18.1227698326,1.1715000000,1.6659375000
18.2369709015,1.1713125000,1.6657500000
18.3509347439,1.1713125000,1.6655625000
18.4638514519,1.1711250000,1.6651875000
18.5777170658,1.1709375000,1.6650000000
18.6916048527,1.1709375000,1.6646250000
18.8058540821,1.1707500000,1.6644375000
18.9195957184,1.1705625000,1.6640625000
19.0332937241,1.1705625000,1.6638750000
19.1475417614,1.1703750000,1.6636875000
19.2618496418,1.1703750000,1.6635000000
19.3788981438,1.1701875000,1.6631250000
19.4959208965,1.1700000000,1.6629375000
19.6097841263,1.1700000000,1.6627500000
19.7227358818,1.1698125000,1.6623750000
19.8355619907,1.1696250000,1.6621875000
19.9488925934,1.1696250000,1.6620000000
20.0626182556,1.1694375000,1.6616250000
20.1758112907,1.1694375000,1.6614375000
20.2879548073,1.1692500000,1.6610625000
20.4010026455,1.1690625000,1.6608750000
20.5135324001,1.1690625000,1.6606875000
20.6268463135,1.1688750000,1.6603125000
20.7404375076,1.1686875000,1.6601250000
20.8547286987,1.1686875000,1.6597500000
20.9680609703,1.1685000000,1.6595625000
21.0811402798,1.1685000000,1.6593750000
21.1943740845,1.1683125000,1.6591875000
21.3079323769,1.1683125000,1.6588125000
21.4230442047,1.1681250000,1.6586250000
21.5379936695,1.1679375000,1.6584375000
21.6522459984,1.1677500000,1.6580625000
21.7663495541,1.1677500000,1.6578750000
21.8807077408,1.1677500000,1.6575000000
21.9960134029,1.1675625000,1.6573125000
22.1109051704,1.1673750000,1.6571250000
22.2260587215,1.1671875000,1.6567500000
22.3418710232,1.1671875000,1.6565625000
22.4570138454,1.1670000000,1.6563750000
22.5716156960,1.1668125000,1.6560000000
22.6876492500,1.1668125000,1.6558125000
22.8028538227,1.1666250000,1.6554375000
22.9187901020,1.1664375000,1.6552500000
23.0342035294,1.1664375000,1.6548750000
23.1501071453,1.1662500000,1.6546875000
23.2668247223,1.1660625000,1.6545000000
23.3828911781,1.1660625000,1.6541250000
23.5005114079,1.1658750000,1.6541250000
23.6167464256,1.1658750000,1.6535625000
23.7335481644,1.1656875000,1.6533750000
23.8515503407,1.1655000000,1.6531875000
23.9685604572,1.1653125000,1.6528125000
24.0856256485,1.1653125000,1.6526250000
24.2028126717,1.1651250000,1.6522500000
24.3201391697,1.1649375000,1.6518750000
24.4372262955,1.1649375000,1.6516875000
24.5539882183,1.1647500000,1.6513125000
24.6711027622,1.1647500000,1.6511250000
24.7891476154,1.1645625000,1.6507500000
24.9067189693,1.1645625000,1.6507500000
25.0242638588,1.1643750000,1.6503750000
25.1428308487,1.1641875000,1.6500000000
25.2622301579,1.1640000000,1.6498125000
25.3810460567,1.1640000000,1.6494375000
25.5002157688,1.1638125000,1.6492500000
25.6187059879,1.1636250000,1.6488750000
25.7371926308,1.1636250000,1.6486875000
25.8563251495,1.1634375000,1.6483125000
25.9750905037,1.1632500000,1.6481250000
26.0938129425,1.1632500000,1.6477500000
26.2140386105,1.1630625000,1.6475625000
26.3336343765,1.1628750000,1.6473750000
26.4530923367,1.1628750000,1.6470000000
26.5742039680,1.1626875000,1.6468125000
26.6938595772,1.1626875000,1.6464375000
26.8168635368,1.1625000000,1.6460625000
26.9370748997,1.1623125000,1.6458750000
27.0571203232,1.1623125000,1.6455000000
27.1778635979,1.1621250000,1.6453125000
27.2983882427,1.1619375000,1.6451250000
27.4188346863,1.1619375000,1.6447500000
27.5402848721,1.1617500000,1.6445625000
27.6618750095,1.1615625000,1.6441875000
27.7840664387,1.1615625000,1.6440000000
27.9053499699,1.1615625000,1.6438125000
28.0266182423,1.1613750000,1.6436250000
28.1486606598,1.1610000000,1.6432500000
28.2706835270,1.1608125000,1.6428750000
28.3926818371,1.1604375000,1.6425000000
28.5223147869,1.1604375000,1.6423125000
28.6481459141,1.1602500000,1.6421250000
28.7783372402,1.1602500000,1.6419375000
28.9057536125,1.1600625000,1.6417500000
29.0325825214,1.1600625000,1.6413750000
29.1562654972,1.1600625000,1.6411875000
29.2783601284,1.1598750000,1.6410000000
29.3995935917,1.1598750000,1.6408125000
29.5212454796,1.1596875000,1.6406250000
29.6420981884,1.1596875000,1.6402500000
29.7631690502,1.1596875000,1.6400625000
29.8840355873,1.1595000000,1.6398750000
30.0049595833,1.1595000000,1.6395000000
30.1254928112,1.1595000000,1.6393125000
30.2470481396,1.1593125000,1.6391250000
30.3681821823,1.1591250000,1.6389375000
30.4891297817,1.1591250000,1.6383750000
30.6103777885,1.1591250000,1.6383750000
30.7343468666,1.1589375000,1.6380000000
30.8564710617,1.1589375000,1.6378125000
30.9781241417,1.1587500000,1.6376250000
31.0994982719,1.1587500000,1.6372500000
31.2209296227,1.1585625000,1.6368750000
31.3443269730,1.1583750000,1.6368750000
31.4663708210,1.1581875000,1.6365000000
31.5884830952,1.1581875000,1.6363125000
31.7101750374,1.1580000000,1.6359375000
31.8320250511,1.1578125000,1.6357500000
31.9543178082,1.1576250000,1.6355625000
32.0767540932,1.1574375000,1.6351875000
32.1994476318,1.1572500000,1.6350000000
32.3218851089,1.1572500000,1.6348125000
32.4445881844,1.1570625000,1.6344375000
32.5672230721,1.1570625000,1.6342500000
32.6904273033,1.1570625000,1.6342500000
32.8142049313,1.1568750000,1.6340625000
32.9385643005,1.1574375000,1.6342500000
33.0623741150,1.1583750000,1.6344375000
33.1861190796,1.1598750000,1.6350000000
33.3095026016,1.1621250000,1.6357500000
33.4335296154,1.1647500000,1.6368750000
33.5570356846,1.1681250000,1.6381875000
33.6812531948,1.1720625000,1.6398750000
33.8055551052,1.1763750000,1.6417500000
33.9303009510,1.1810625000,1.6440000000
34.0566813946,1.1861250000,1.6460625000
34.1821575165,1.1911875000,1.6486875000
34.3079049587,1.1968125000,1.6513125000
34.4337091446,1.2024375000,1.6543125000
34.5584371090,1.2076875000,1.6573125000
34.6832025051,1.2131250000,1.6603125000
34.8087644577,1.2185625000,1.6635000000
34.9343733788,1.2238125000,1.6668750000
35.0599246025,1.2288750000,1.6702500000
35.1858778000,1.2341250000,1.6738125000
35.3113632202,1.2391875000,1.6773750000
35.4371204376,1.2442500000,1.6809375000
35.5631713867,1.2493125000,1.6846875000
35.6887857914,1.2545625000,1.6884375000
35.8159234524,1.2598125000,1.6925625000
35.9419238567,1.2650625000,1.6966875000
36.0681791306,1.2703125000,1.7006250000
36.1948144436,1.2755625000,1.7047500000
36.3212366104,1.2806250000,1.7090625000
36.4473078251,1.2858750000,1.7133750000
36.5739896297,1.2909375000,1.7176875000
36.7007291317,1.2961875000,1.7220000000
36.8281931877,1.3012500000,1.7266875000
36.9554760456,1.3065000000,1.7311875000
37.0830152035,1.3117500000,1.7356875000
37.2106020451,1.3170000000,1.7403750000
37.3398504257,1.3222500000,1.7450625000
37.4679710865,1.3275000000,1.7497500000
37.5961174965,1.3327500000,1.7544375000
37.7252254486,1.3380000000,1.7591250000
37.8535416126,1.3428750000,1.7638125000
37.9818949699,1.3481250000,1.7686875000
38.1103756428,1.3530000000,1.7733750000
38.2396407127,1.3580625000,1.7780625000
38.3697283268,1.3629375000,1.7827500000
38.5005736351,1.3678125000,1.7876250000
38.6322159767,1.3726875000,1.7923125000
38.7628555298,1.3775625000,1.7970000000
38.8934242725,1.3822500000,1.8015000000
39.0237085819,1.3869375000,1.8061875000
39.1545858383,1.3912500000,1.8106875000
39.2862584591,1.3957500000,1.8153750000
39.4180166721,1.4000625000,1.8198750000
39.5489625931,1.4040000000,1.8245625000
39.6803109646,1.4081250000,1.8288750000
39.8120052814,1.4120625000,1.8333750000
39.9432945251,1.4158125000,1.8378750000
40.0768692493,1.4195625000,1.8423750000
40.2090964317,1.4231250000,1.8468750000
40.3450553417,1.4268750000,1.8511875000
40.4809544086,1.4302500000,1.8558750000
40.6170697212,1.4336250000,1.8601875000
40.7532589436,1.4370000000,1.8646875000
40.8891053200,1.4401875000,1.8690000000
41.0260925293,1.4433750000,1.8733125000
41.1629965305,1.4465625000,1.8776250000
41.3004429340,1.4493750000,1.8819375000
41.4378125668,1.4521875000,1.8862500000
41.5749089718,1.4550000000,1.8903750000
41.7123715878,1.4576250000,1.8943125000
41.8508198261,1.4602500000,1.8982500000
41.9887058735,1.4628750000,1.9023750000
42.1264507771,1.4653125000,1.9063125000
42.2644670010,1.4675625000,1.9102500000
42.4026005268,1.4700000000,1.9141875000
42.5412175655,1.4722500000,1.9183125000
42.6804149151,1.4745000000,1.9222500000
42.8190724850,1.4765625000,1.9260000000
42.9578919411,1.4784375000,1.9299375000
43.0966064930,1.4803125000,1.9336875000
43.2355377674,1.4820000000,1.9372500000
43.3755824566,1.4836875000,1.9410000000
43.5153584480,1.4851875000,1.9443750000
43.6544661522,1.4865000000,1.9479375000
43.7936706543,1.4880000000,1.9511250000
43.9328215122,1.4893125000,1.9545000000
44.0734624863,1.4904375000,1.9576875000
44.2127177715,1.4915625000,1.9606875000
44.3520817757,1.4926875000,1.9636875000
44.4915037155,1.4936250000,1.9666875000
44.6316375732,1.4945625000,1.9695000000
44.7713992596,1.4955000000,1.9721250000
44.9117572308,1.4964375000,1.9749375000
45.0517191887,1.4973750000,1.9775625000
45.1920471191,1.4979375000,1.9800000000
45.3320004940,1.4986875000,1.9824375000
45.4725728035,1.4992500000,1.9846875000
45.6129519939,1.4998125000,1.9869375000
45.7536661625,1.5005625000,1.9893750000
45.8941287994,1.5009375000,1.9914375000
46.0351340771,1.5015000000,1.9935000000
46.1762483120,1.5020625000,1.9953750000
46.3120098114,1.5022500000,1.9972500000
46.4462008476,1.5028125000,1.9991250000
46.5807023048,1.5031875000,2.0008125000
46.7160778046,1.5035625000,2.0025000000
46.8509435654,1.5037500000,2.0041875000
46.9856731892,1.5039375000,2.0058750000
47.1212253571,1.5043125000,2.0071875000
47.2563469410,1.5045000000,2.0088750000
47.3913855553,1.5046875000,2.0101875000
47.5269985199,1.5048750000,2.0116875000
47.6623988152,1.5050625000,2.0128125000
47.7982814312,1.5050625000,2.0139375000
47.9341948032,1.5050625000,2.0152500000
48.0698895454,1.5048750000,2.0165625000
48.2058694363,1.5048750000,2.0176875000
48.3429083824,1.5050625000,2.0188125000
48.4792640209,1.5048750000,2.0199375000
48.6161074638,1.5048750000,2.0210625000
48.7528789043,1.5048750000,2.0221875000
48.8895354271,1.5046875000,2.0231250000
49.0290601254,1.5046875000,2.0240625000
49.1662254333,1.5046875000,2.0251875000
49.3047170639,1.5045000000,2.0261250000
49.4422969818,1.5045000000,2.0268750000
49.5796442032,1.5043125000,2.0278125000
49.7173495293,1.5041250000,2.0287500000
49.8544454575,1.5041250000,2.0295000000
49.9920566082,1.5039375000,2.0302500000
50.1295127869,1.5037500000,2.0310000000
50.2679815292,1.5035625000,2.0317500000
50.4057881832,1.5033750000,2.0325000000
50.5434527397,1.5031875000,2.0330625000
50.6820015907,1.5030000000,2.0338125000
50.8205409050,1.5028125000,2.0343750000
50.9591178894,1.5026250000,2.0349375000
51.0977990627,1.5024375000,2.0355000000
51.2367980480,1.5022500000,2.0362500000
51.3756718636,1.5020625000,2.0368125000
51.5142860413,1.5016875000,2.0373750000
51.6530635357,1.5015000000,2.0377500000
51.7925972939,1.5011250000,2.0383125000
51.9318311214,1.5009375000,2.0388750000
52.0708034039,1.5005625000,2.0392500000
52.2103264332,1.5003750000,2.0396250000
52.3506014347,1.5000000000,2.0400000000
52.4903550148,1.4996250000,2.0403750000
52.6295726299,1.4994375000,2.0409375000
52.7700810432,1.4990625000,2.0413125000
52.9096994400,1.4986875000,2.0415000000
53.0496563911,1.4983125000,2.0418750000
53.1896433830,1.4981250000,2.0422500000
53.3296413422,1.4977500000,2.0426250000
53.4697408676,1.4973750000,2.0428125000
53.6098384857,1.4970000000,2.0431875000
53.7508506775,1.4966250000,2.0435625000
53.8932001591,1.4962500000,2.0437500000
54.0352337360,1.4958750000,2.0439375000
54.1770277023,1.4955000000,2.0441250000
54.3190462589,1.4949375000,2.0445000000
54.4609708786,1.4945625000,2.0445000000
54.6028966904,1.4941875000,2.0448750000
54.7454035282,1.4938125000,2.0450625000
54.8874757290,1.4934375000,2.0452500000
55.0298402309,1.4928750000,2.0454375000
55.1723387241,1.4925000000,2.0456250000
55.3164527416,1.4921250000,2.0456250000
55.4591200352,1.4915625000,2.0458125000
55.6015448570,1.4911875000,2.0460000000
55.7445082664,1.4908125000,2.0460000000
55.8875312805,1.4902500000,2.0461875000
56.0309855938,1.4896875000,2.0463750000
56.1743540764,1.4893125000,2.0463750000
56.3173649311,1.4889375000,2.0463750000
56.4598047733,1.4885625000,2.0465625000
56.6018517017,1.4878125000,2.0465625000
56.7447144985,1.4874375000,2.0467500000
56.8879823685,1.4870625000,2.0467500000
57.0302333832,1.4865000000,2.0467500000
57.1726868153,1.4859375000,2.0467500000
57.3156094551,1.4853750000,2.0469375000
57.4580235481,1.4850000000,2.0467500000
57.6009566784,1.4844375000,2.0467500000
57.7448105812,1.4840625000,2.0469375000
57.8877015114,1.4835000000,2.0469375000
58.0315341949,1.4829375000,2.0467500000
58.1775004864,1.4823750000,2.0467500000
58.3230767250,1.4818125000,2.0467500000
58.4673535824,1.4814375000,2.0467500000
58.6118776798,1.4808750000,2.0467500000
58.7557578087,1.4803125000,2.0467500000
58.9001584053,1.4797500000,2.0467500000
59.0447051525,1.4793750000,2.0465625000
59.1890671253,1.4788125000,2.0465625000
59.3338594437,1.4782500000,2.0465625000
59.4793179035,1.4776875000,2.0463750000
59.6244468689,1.4771250000,2.0463750000
59.7699544430,1.4765625000,2.0463750000
59.9156138897,1.4760000000,2.0461875000
60.0609712601,1.4754375000,2.0461875000
60.2064442635,1.4748750000,2.0460000000
60.3524646759,1.4745000000,2.0460000000
60.4984524250,1.4739375000,2.0458125000
60.6443798542,1.4733750000,2.0458125000
60.7896890640,1.4726250000,2.0456250000
60.9354438782,1.4720625000,2.0454375000
61.0813021660,1.4716875000,2.0454375000
61.2272689342,1.4709375000,2.0452500000
61.3741738796,1.4703750000,2.0450625000
61.5206179619,1.4700000000,2.0450625000
61.6677615643,1.4692500000,2.0448750000
61.8163502216,1.4686875000,2.0448750000
61.9642622471,1.4681250000,2.0446875000
62.1110930443,1.4675625000,2.0445000000
62.2629511356,1.4670000000,2.0443125000
62.4107694626,1.4664375000,2.0441250000
62.5553832054,1.4658750000,2.0439375000
62.7001688480,1.4653125000,2.0439375000
62.8453004360,1.4647500000,2.0435625000
62.9893827438,1.4641875000,2.0435625000
63.1337952614,1.4636250000,2.0433750000
63.2779650688,1.4630625000,2.0431875000
63.4222326279,1.4625000000,2.0430000000
63.5668818951,1.4619375000,2.0428125000
63.7136664391,1.4611875000,2.0426250000
63.8602364063,1.4606250000,2.0424375000
64.0061159134,1.4600625000,2.0422500000
64.1519601345,1.4595000000,2.0420625000
64.2990612984,1.4589375000,2.0418750000
64.4453356266,1.4583750000,2.0416875000
64.5919933319,1.4578125000,2.0415000000
64.7386491299,1.4572500000,2.0413125000
64.8850729465,1.4565000000,2.0411250000
65.0312123299,1.4559375000,2.0409375000
65.1775012016,1.4553750000,2.0407500000
65.3238091469,1.4548125000,2.0403750000
65.4709939957,1.4542500000,2.0401875000
65.6180691719,1.4536875000,2.0400000000
65.7644546032,1.4531250000,2.0398125000
65.9123909473,1.4523750000,2.0394375000
66.0595238209,1.4520000000,2.0392500000
66.2065153122,1.4512500000,2.0390625000
66.3543922901,1.4506875000,2.0386875000
66.5024940968,1.4501250000,2.0385000000
66.6501610279,1.4495625000,2.0383125000
66.7978873253,1.4488125000,2.0381250000
66.9463407993,1.4482500000,2.0377500000
67.0947632790,1.4476875000,2.0375625000
67.2429859638,1.4471250000,2.0373750000
67.3923387527,1.4465625000,2.0371875000
67.5403931141,1.4458125000,2.0368125000
67.6916005611,1.4452500000,2.0366250000
67.8439245224,1.4446875000,2.0362500000
67.9941768646,1.4441250000,2.0360625000
68.1438500881,1.4433750000,2.0356875000
68.2937049866,1.4428125000,2.0355000000
68.4435346127,1.4422500000,2.0353125000
68.5934839249,1.4415000000,2.0349375000
68.7438297272,1.4409375000,2.0347500000
68.8967835903,1.4403750000,2.0345625000
69.0469934940,1.4398125000,2.0341875000
69.1973419189,1.4392500000,2.0338125000
69.3481018543,1.4386875000,2.0336250000
69.4987928867,1.4379375000,2.0334375000
69.6493444443,1.4373750000,2.0332500000
69.8000609875,1.4368125000,2.0328750000
69.9508290291,1.4362500000,2.0325000000
70.1019716263,1.4356875000,2.0323125000
70.2529728413,1.4349375000,2.0319375000
70.4044270515,1.4343750000,2.0317500000
70.5557198524,1.4338125000,2.0313750000
70.7066988945,1.4330625000,2.0310000000
70.8581416607,1.4325000000,2.0308125000
71.0091929436,1.4319375000,2.0306250000
71.1603691578,1.4313750000,2.0302500000
71.3115956783,1.4308125000,2.0298750000
71.4636976719,1.4300625000,2.0295000000
71.6159257889,1.4295000000,2.0293125000
71.7676351070,1.4289375000,2.0289375000
71.9208042622,1.4283750000,2.0287500000
72.0723104477,1.4278125000,2.0283750000
72.2241110802,1.4272500000,2.0281875000
72.3760492802,1.4265000000,2.0278125000
72.5278379917,1.4261250000,2.0274375000
72.6802024841,1.4255625000,2.0272500000
72.8325140476,1.4248125000,2.0268750000
72.9849767685,1.4242500000,2.0266875000
73.1375107765,1.4236875000,2.0263125000
73.2901282310,1.4231250000,2.0259375000
73.4431104660,1.4225625000,2.0255625000
73.5958883762,1.4220000000,2.0251875000
73.7487540245,1.4214375000,2.0250000000
73.9016678333,1.4206875000,2.0246250000
74.0547466278,1.4201250000,2.0244375000
74.2074582577,1.4195625000,2.0240625000
74.3614704609,1.4188125000,2.0236875000
74.5151731968,1.4182500000,2.0233125000
74.6688246727,1.4178750000,2.0231250000
74.8239927292,1.4171250000,2.0227500000
74.9775133133,1.4165625000,2.0223750000
75.1308243275,1.4160000000,2.0220000000
75.2850604057,1.4154375000,2.0218125000
75.4387774467,1.4148750000,2.0214375000
75.5926289558,1.4143125000,2.0210625000
75.7473480701,1.4137500000,2.0206875000
75.9019298553,1.4131875000,2.0203125000
76.0562217236,1.4126250000,2.0201250000
76.2105827332,1.4118750000,2.0197500000
76.3662772179,1.4113125000,2.0193750000
76.5207426548,1.4107500000,2.0190000000
76.6751911640,1.4101875000,2.0186250000
76.8293964863,1.4096250000,2.0182500000
76.9837810993,1.4090625000,2.0180625000
77.1382961273,1.4085000000,2.0176875000
77.2936379910,1.4079375000,2.0173125000
77.4507977962,1.4073750000,2.0167500000
77.6084034443,1.4068125000,2.0165625000
77.7652144432,1.4062500000,2.0161875000
77.9227128029,1.4055000000,2.0158125000
78.0780348778,1.4049375000,2.0154375000
78.2329349518,1.4043750000,2.0150625000
78.3881726265,1.4038125000,2.0148750000
78.5435118675,1.4032500000,2.0145000000
78.7002453804,1.4026875000,2.0141250000
78.8570013046,1.4021250000,2.0137500000
79.0131835938,1.4015625000,2.0133750000
79.1700074673,1.4010000000,2.0130000000
79.3287694454,1.4004375000,2.0126250000
79.4856307507,1.3998750000,2.0122500000
79.6423814297,1.3993125000,2.0118750000
79.7994470596,1.3987500000,2.0115000000
79.9569401741,1.3981875000,2.0111250000
80.1148428917,1.3976250000,2.0107500000
80.2724781036,1.3970625000,2.0103750000
80.4302470684,1.3965000000,2.0100000000
80.5878503323,1.3959375000,2.0096250000
80.7458570004,1.3953750000,2.0092500000
80.9047796726,1.3948125000,2.0088750000
81.0624632835,1.3942500000,2.0085000000
81.2208082676,1.3936875000,2.0081250000
81.3791654110,1.3931250000,2.0077500000
81.5384466648,1.3923750000,2.0073750000
81.6973860264,1.3920000000,2.0070000000
81.8559541702,1.3914375000,2.0064375000
