0.1729364395,-0.0007500000,-0.0007500000,-0.0005625000,-0.0007500000,-0.0090000000,-0.0086250000,-0.0086250000,24.4229762402,15.8501735670,98030.9361154560,24.5805563489,14.7696210458,98125.8045429107,26.0000000000
0.5137121677,-0.0007500000,-0.0007500000,-0.0007500000,-0.0007500000,-0.0084375000,-0.0086250000,-0.0084375000,24.4223316463,15.8446485710,98028.8103850854,24.5831125144,14.7749834980,98128.5321874453,26.0000000000
0.9155340195,-0.0007500000,-0.0007500000,-0.0005625000,-0.0007500000,-0.0086250000,-0.0082500000,-0.0084375000,24.4274883976,15.8777184664,98031.3254307527,24.5760830594,14.7478719951,98126.0757032051,26.0000000000
14.3594701290,-0.0007500000,-0.0007500000,-0.0007500000,-0.0007500000,-0.0095625000,-0.0095625000,-0.0095625000,24.4249100219,15.8445181145,98028.5447966636,24.5530775743,14.8535211974,98127.0057604092,26.0000000000
14.7410855293,-0.0007500000,-0.0005625000,-0.0005625000,-0.0007500000,-0.0095625000,-0.0097500000,-0.0097500000,24.4210424585,15.8502738925,98032.6504864258,24.5569118214,14.8698041514,98127.3029675217,26.0000000000
15.2360987663,-0.0007500000,-0.0007500000,-0.0007500000,-0.0005625000,-0.0095625000,-0.0097500000,-0.0097500000,24.4236208341,15.8501434691,98029.3387055476,24.5479652451,14.8592848496,98126.8512882067,26.0000000000
15.6680109501,-0.0007500000,-0.0007500000,-0.0005625000,-0.0007500000,-0.0093750000,-0.0095625000,-0.0095625000,24.4216870524,15.8113479701,98031.0847256124,24.5498823685,14.8646781454,98128.8219785831,26.0000000000
16.0844154358,-0.0007500000,-0.0007500000,-0.0007500000,-0.0005625000,-0.0095625000,-0.0097500000,-0.0097500000,24.4197532708,15.8503340870,98031.7836945181,24.5441309984,14.8484983727,98127.2166436314,26.0000000000
16.5370998383,-0.0007500000,-0.0007500000,-0.0007500000,-0.0005625000,-0.0095625000,-0.0097500000,-0.0095625000,24.4178194892,15.8893194233,98028.0826170454,24.5511604508,14.8371354891,98128.6792433081,26.0000000000
16.9923553467,-0.0007500000,-0.0007500000,-0.0007500000,-0.0007500000,-0.0097500000,-0.0097500000,-0.0097500000,24.4171748953,15.8393644745,98030.3252980316,24.5505214097,14.8701434506,98126.5972370747,26.0000000000
17.4702241421,-0.0007500000,-0.0005625000,-0.0007500000,-0.0005625000,-0.0099375000,-0.0097500000,-0.0097500000,24.4210424585,15.8336086357,98025.5426957627,24.5492433274,14.8372281536,98131.3780050908,26.0000000000
