0.9290000000,0.8800000000,0.8850000000,0.9020000000,0.9170000000,0.9300000000,0.9430000000,0.8890000000,0.8840000000,0.8850000000,0.8990000000,0.9130000000,0.9420000000,0.9510000000,0.9270000000,0.9040000000,0.9060000000,0.9130000000,0.9340000000,0.9460000000,0.9640000000,0.9780000000,0.9990000000,0.9730000000,0.9560000000
0.9288181818,0.8817272727,0.8821818182,0.9031818182,0.9168181818,0.9312727273,0.9465454545,0.8900000000,0.8817272727,0.8815454545,0.8998181818,0.9130909091,0.9427272727,0.9531818182,0.9274545455,0.9098181818,0.9050909091,0.9117272727,0.9305454545,0.9540909091,0.9630000000,0.9791818182,0.9978181818,0.9700909091,0.9523636364
0.9289090909,0.8829090909,0.8829090909,0.9047272727,0.9190000000,0.9332727273,0.9480000000,0.8903636364,0.8830909091,0.8825454545,0.9000000000,0.9112727273,0.9447272727,0.9559090909,0.9297272727,0.9077272727,0.9040000000,0.9110909091,0.9350000000,0.9540000000,0.9664545455,0.9806363636,0.9991818182,0.9697272727,0.9530909091
0.9285454545,0.8836363636,0.8830000000,0.9052727273,0.9204545455,0.9351818182,0.9507272727,0.8905454545,0.8829090909,0.8830909091,0.9002727273,0.9136363636,0.9446363636,0.9584545455,0.9312727273,0.9088181818,0.9040000000,0.9112727273,0.9351818182,0.9566363636,0.9672727273,0.9824545455,1.0000000000,0.9699090909,0.9532727273
0.9290909091,0.8828181818,0.8834545455,0.9049090909,0.9220000000,0.9370000000,0.9524545455,0.8906363636,0.8837272727,0.8839090909,0.9004545455,0.9170909091,0.9480000000,0.9596363636,0.9320909091,0.9075454545,0.9031818182,0.9129090909,0.9368181818,0.9577272727,0.9700000000,0.9855454545,0.9999090909,0.9695454545,0.9540000000
0.9293636364,0.8827272727,0.8818181818,0.9060000000,0.9234545455,0.9383636364,0.9547272727,0.8908181818,0.8836363636,0.8838181818,0.9013636364,0.9180000000,0.9513636364,0.9628181818,0.9359090909,0.9087272727,0.9037272727,0.9130000000,0.9375454545,0.9591818182,0.9719090909,0.9879090909,1.0000000000,0.9711818182,0.9539090909
0.9303636364,0.8833636364,0.8834545455,0.9080000000,0.9251818182,0.9397272727,0.9578181818,0.8915454545,0.8835454545,0.8830000000,0.9022727273,0.9191818182,0.9529090909,0.9660000000,0.9363636364,0.9073636364,0.9009090909,0.9139090909,0.9390000000,0.9622727273,0.9735454545,0.9903636364,1.0004545455,0.9705454545,0.9539090909
0.9310909091,0.8842727273,0.8824545455,0.9086363636,0.9260000000,0.9433636364,0.9594545455,0.8901818182,0.8833636364,0.8843636364,0.9022727273,0.9199090909,0.9547272727,0.9675454545,0.9382727273,0.9094545455,0.9038181818,0.9141818182,0.9390909091,0.9639090909,0.9766363636,0.9915454545,1.0008181818,0.9710909091,0.9552727273
0.9310909091,0.8882727273,0.8830909091,0.9097272727,0.9268181818,0.9452727273,0.9628181818,0.8913636364,0.8840000000,0.8851818182,0.9022727273,0.9207272727,0.9564545455,0.9698181818,0.9390909091,0.9091818182,0.9050909091,0.9137272727,0.9406363636,0.9647272727,0.9780000000,0.9940000000,1.0006363636,0.9715454545,0.9536363636
0.9316363636,0.8841818182,0.8830000000,0.9110909091,0.9284545455,0.9480909091,0.9664545455,0.8930000000,0.8843636364,0.8852727273,0.9040000000,0.9217272727,0.9589090909,0.9731818182,0.9413636364,0.9087272727,0.9049090909,0.9136363636,0.9419090909,0.9664545455,0.9796363636,0.9970909091,1.0010909091,0.9713636364,0.9547272727
0.9310000000,0.8840000000,0.8830000000,0.9111818182,0.9311818182,0.9484545455,0.9677272727,0.8934545455,0.8831818182,0.8827272727,0.9040909091,0.9233636364,0.9600000000,0.9731818182,0.9431818182,0.9088181818,0.9050000000,0.9160909091,0.9406363636,0.9676363636,0.9790000000,0.9991818182,0.9997272727,0.9707272727,0.9542727273
0.9325454545,0.8827272727,0.8824545455,0.9111818182,0.9315454545,0.9504545455,0.9699090909,0.8924545455,0.8820909091,0.8835454545,0.9028181818,0.9233636364,0.9613636364,0.9759090909,0.9437272727,0.9084545455,0.9031818182,0.9161818182,0.9436363636,0.9691818182,0.9820000000,0.9994545455,0.9994545455,0.9713636364,0.9544545455
0.9319090909,0.8816363636,0.8825454545,0.9114545455,0.9345454545,0.9535454545,0.9730000000,0.8919090909,0.8808181818,0.8829090909,0.9030909091,0.9246363636,0.9649090909,0.9794545455,0.9469090909,0.9073636364,0.9027272727,0.9158181818,0.9457272727,0.9709090909,0.9823636364,1.0004545455,1.0007272727,0.9725454545,0.9540909091
0.9334545455,0.8820000000,0.8821818182,0.9128181818,0.9360909091,0.9555454545,0.9743636364,0.8931818182,0.8818181818,0.8832727273,0.9030909091,0.9258181818,0.9663636364,0.9813636364,0.9492727273,0.9070000000,0.9028181818,0.9159090909,0.9471818182,0.9725454545,0.9853636364,1.0015454545,1.0008181818,0.9726363636,0.9551818182
0.9333636364,0.8814545455,0.8815454545,0.9136363636,0.9367272727,0.9570909091,0.9762727273,0.8939090909,0.8819090909,0.8842727273,0.9040909091,0.9270909091,0.9688181818,0.9829090909,0.9500000000,0.9070000000,0.9039090909,0.9161818182,0.9480909091,0.9744545455,0.9869090909,1.0021818182,1.0009090909,0.9728181818,0.9546363636
0.9338181818,0.8388181818,0.8823636364,0.9152727273,0.9393636364,0.9585454545,0.9775454545,0.8943636364,0.8818181818,0.8838181818,0.9045454545,0.9282727273,0.9706363636,0.9860909091,0.9516363636,0.9083636364,0.9040000000,0.9166363636,0.9490909091,0.9756363636,0.9894545455,1.0060909091,1.0010909091,0.9738181818,0.9545454545
