0.0195171833,1.2789375000,1000.0000000000,250.0000000000
0.0293004513,1.2840000000,1000.0000000000,250.0000000000
0.0392718315,1.2841875000,1000.0000000000,250.0000000000
0.0491762161,1.2847500000,1000.0000000000,250.0000000000
0.0592150688,1.2847500000,1000.0000000000,250.0000000000
0.0691461563,1.2845625000,1000.0000000000,250.0000000000
0.0792961121,1.2841875000,1000.0000000000,250.0000000000
0.0892186165,1.2847500000,1000.0000000000,250.0000000000
0.0992600918,1.2851250000,1000.0000000000,250.0000000000
0.1091995239,1.2851250000,1000.0000000000,250.0000000000
0.1191213131,1.2847500000,1000.0000000000,250.0000000000
0.1292877197,1.2841875000,1000.0000000000,250.0000000000
0.1392550468,1.2847500000,1000.0000000000,250.0000000000
0.1493899822,1.2841875000,1000.0000000000,250.0000000000
0.1591448784,1.2851250000,1000.0000000000,250.0000000000
0.1691911221,1.2840000000,1000.0000000000,250.0000000000
0.1792745590,1.2841875000,1000.0000000000,250.0000000000
0.1892383099,1.2841875000,1000.0000000000,250.0000000000
0.1991515160,1.2847500000,1000.0000000000,250.0000000000
0.2092022896,1.2845625000,1000.0000000000,250.0000000000
0.2191443443,1.2845625000,1000.0000000000,250.0000000000
0.2292814255,1.2838125000,1000.0000000000,250.0000000000
0.2391674519,1.2847500000,1000.0000000000,250.0000000000
0.2492189407,1.2843750000,1000.0000000000,250.0000000000
0.2591505051,1.2851250000,1000.0000000000,250.0000000000
0.2691915035,1.2841875000,1000.0000000000,250.0000000000
0.2792904377,1.2841875000,1000.0000000000,250.0000000000
0.2892794609,1.2841875000,1000.0000000000,250.0000000000
0.2991552353,1.2851250000,1000.0000000000,250.0000000000
0.3092231750,1.2845625000,1000.0000000000,250.0000000000
0.3191437721,1.2845625000,1000.0000000000,250.0000000000
0.3292820454,1.2836250000,1000.0000000000,250.0000000000
0.3391659260,1.2849375000,1000.0000000000,250.0000000000
0.3492133617,1.2841875000,1000.0000000000,250.0000000000
0.3591489792,1.2849375000,1000.0000000000,250.0000000000
0.3691973686,1.2840000000,1000.0000000000,250.0000000000
0.3792817593,1.2845625000,1000.0000000000,250.0000000000
0.3892550468,1.2845625000,1000.0000000000,250.0000000000
0.3992536068,1.2845625000,1000.0000000000,250.0000000000
0.4092097282,1.2847500000,1000.0000000000,250.0000000000
0.4191370010,1.2847500000,1000.0000000000,250.0000000000
0.4292922020,1.2841875000,1000.0000000000,250.0000000000
0.4392492771,1.2847500000,1000.0000000000,250.0000000000
0.4492394924,1.2841875000,1000.0000000000,250.0000000000
0.4591612816,1.2847500000,1000.0000000000,250.0000000000
0.4691946507,1.2840000000,1000.0000000000,250.0000000000
0.4791855812,1.2849375000,1000.0000000000,250.0000000000
0.4893052578,1.2841875000,1000.0000000000,250.0000000000
0.4991631508,1.2845625000,1000.0000000000,250.0000000000
0.5092053413,1.2843750000,1000.0000000000,250.0000000000
0.5191397667,1.2843750000,1000.0000000000,250.0000000000
0.5291960239,1.2845625000,1000.0000000000,250.0000000000
0.5392887592,1.2847500000,1000.0000000000,250.0000000000
0.5492174625,1.2841875000,1000.0000000000,250.0000000000
0.5591473579,1.2849375000,1000.0000000000,250.0000000000
0.5691859722,1.2838125000,1000.0000000000,250.0000000000
0.5791335106,1.2847500000,1000.0000000000,250.0000000000
0.5893344879,1.2845625000,1000.0000000000,250.0000000000
0.5992040634,1.2845625000,1000.0000000000,250.0000000000
0.6093254089,1.2849375000,1000.0000000000,250.0000000000
0.6191663742,1.2843750000,1000.0000000000,250.0000000000
0.6291766167,1.2849375000,1000.0000000000,250.0000000000
0.6393358707,1.2841875000,1000.0000000000,250.0000000000
0.6491949558,1.2845625000,1000.0000000000,250.0000000000
0.6592199802,1.2847500000,1000.0000000000,250.0000000000
0.6691277027,1.2841875000,1000.0000000000,250.0000000000
0.6793258190,1.2845625000,1000.0000000000,250.0000000000
0.6892998219,1.2836250000,1000.0000000000,250.0000000000
0.6992557049,1.2840000000,1000.0000000000,250.0000000000
0.7091667652,1.2845625000,1000.0000000000,250.0000000000
0.7191970348,1.2838125000,1000.0000000000,250.0000000000
0.7291440964,1.2847500000,1000.0000000000,250.0000000000
0.7392783165,1.2834375000,1000.0000000000,250.0000000000
0.7491974831,1.2845625000,1000.0000000000,250.0000000000
