0.8800000000,0.8850000000,0.9020000000,0.9170000000,0.9300000000,0.9430000000,0.8890000000
0.8817272727,0.8821818182,0.9031818182,0.9168181818,0.9312727273,0.9465454545,0.8900000000
0.8829090909,0.8829090909,0.9047272727,0.9190000000,0.9332727273,0.9480000000,0.8903636364
0.8836363636,0.8830000000,0.9052727273,0.9204545455,0.9351818182,0.9507272727,0.8905454545
0.8828181818,0.8834545455,0.9049090909,0.9220000000,0.9370000000,0.9524545455,0.8906363636
0.8827272727,0.8818181818,0.9060000000,0.9234545455,0.9383636364,0.9547272727,0.8908181818
0.8833636364,0.8834545455,0.9080000000,0.9251818182,0.9397272727,0.9578181818,0.8915454545
0.8842727273,0.8824545455,0.9086363636,0.9260000000,0.9433636364,0.9594545455,0.8901818182
0.8882727273,0.8830909091,0.9097272727,0.9268181818,0.9452727273,0.9628181818,0.8913636364
0.8841818182,0.8830000000,0.9110909091,0.9284545455,0.9480909091,0.9664545455,0.8930000000
0.8840000000,0.8830000000,0.9111818182,0.9311818182,0.9484545455,0.9677272727,0.8934545455
0.8827272727,0.8824545455,0.9111818182,0.9315454545,0.9504545455,0.9699090909,0.8924545455
0.8816363636,0.8825454545,0.9114545455,0.9345454545,0.9535454545,0.9730000000,0.8919090909
0.8820000000,0.8821818182,0.9128181818,0.9360909091,0.9555454545,0.9743636364,0.8931818182
0.8814545455,0.8815454545,0.9136363636,0.9367272727,0.9570909091,0.9762727273,0.8939090909
0.8388181818,0.8823636364,0.9152727273,0.9393636364,0.9585454545,0.9775454545,0.8943636364
0.8760000000,0.8819090909,0.9165454545,0.9410909091,0.9611818182,0.9795454545,0.8942727273
0.8820000000,0.8825454545,0.9174545455,0.9427272727,0.9625454545,0.9824545455,0.8958181818
0.8783636364,0.8814545455,0.9190000000,0.9451818182,0.9660909091,0.9857272727,0.8962727273
0.8406363636,0.8830909091,0.9220000000,0.9481818182,0.9703636364,0.9910000000,0.8970000000
0.8739090909,0.8839090909,0.9252727273,0.9545454545,0.9771818182,0.9990909091,0.8985454545
0.8826363636,0.8834545455,0.9310000000,0.9620909091,0.9833636364,1.0100000000,0.9016363636
0.8796363636,0.8862727273,0.9369090909,0.9708181818,0.9965454545,1.0246363636,0.9000000000
0.8879090909,0.8833636364,0.9456363636,0.9834545455,1.0081818182,1.0417272727,0.9075454545
0.8917272727,0.8846363636,0.9532727273,0.9958181818,1.0182727273,1.0670000000,0.9100909091
0.8718181818,0.8797272727,0.9592727273,1.0064545455,1.0386363636,1.0916363636,0.9108181818
0.8572727273,0.8901818182,0.9725454545,1.0339090909,1.0635454545,1.1200909091,0.9110000000
0.8832727273,0.8867272727,0.9931818182,1.0604545455,1.0916363636,1.1436363636,0.9139090909
0.8779090909,0.8850000000,1.0102727273,1.0840000000,1.1242727273,1.1749090909,0.9228181818
0.8733636364,0.8876363636,1.0279090909,1.1069090909,1.1594545455,1.2122727273,0.9398181818
0.8786363636,0.8900909091,1.0486363636,1.1330909091,1.2015454545,1.2492727273,0.9623636364
0.8896363636,0.8975454545,1.0694545455,1.1608181818,1.2472727273,1.2890909091,0.9684545455
0.8875454545,0.8955454545,1.0922727273,1.1890909091,1.2777272727,1.3260000000,0.9720909091
0.8928181818,0.9029090909,1.1135454545,1.2206363636,1.3045454545,1.3636363636,0.9827272727
0.8914545455,0.9070909091,1.1361818182,1.2501818182,1.3393636364,1.4016363636,0.9923636364
0.8927272727,0.9085454545,1.1580909091,1.2821818182,1.3738181818,1.4401818182,1.0043636364
0.8807272727,0.9134545455,1.1820909091,1.3120000000,1.4101818182,1.4774545455,1.0164545455
0.8856363636,0.9184545455,1.2051818182,1.3409090909,1.4450909091,1.5128181818,1.0284545455
0.8955454545,0.9204545455,1.2301818182,1.3704545455,1.4793636364,1.5460909091,1.0399090909
0.8794545455,0.9236363636,1.2533636364,1.4000909091,1.5094545455,1.5784545455,1.0530909091
0.8868181818,0.9278181818,1.2772727273,1.4281818182,1.5390000000,1.6088181818,1.0642727273
0.8995454545,0.9301818182,1.2986363636,1.4555454545,1.5682727273,1.6402727273,1.0777272727
0.8984545455,0.9324545455,1.3201818182,1.4815454545,1.5957272727,1.6667272727,1.0894545455
0.8957272727,0.9364545455,1.3401818182,1.5047272727,1.6224545455,1.6930909091,1.1029090909
0.8961818182,0.9401818182,1.3624545455,1.5287272727,1.6466363636,1.7156363636,1.1148181818
0.9029090909,0.9437272727,1.3822727273,1.5507272727,1.6700000000,1.7382727273,1.1264545455
