0.1990978718,0.6534375000,0.9307500000,1.0038750000,1.0383750000,0.0000000000,1.0168125000,0.0000000000,24.6697757424,34.5851494524,96168.8969680740
0.5141506195,0.6534375000,0.9307500000,1.0036875000,1.0383750000,0.0000000000,1.0166250000,0.0000000000,24.6678746337,34.4601570256,96166.5548633267
0.9413130283,0.6534375000,0.9307500000,1.0038750000,1.0381875000,0.0000000000,1.0166250000,-0.0001875000,24.6659735250,34.3863059619,96167.2758168830
1.3708662987,0.6534375000,0.9307500000,1.0036875000,1.0380000000,0.0000000000,1.0164375000,0.0000000000,24.6653398222,34.4999653926,96163.7824186689
1.7837007046,0.6532500000,0.9305625000,1.0036875000,1.0376250000,0.0000000000,1.0164375000,0.0000000000,24.6653398222,34.4317744666,96165.8244456677
2.2481200695,0.6532500000,0.9305625000,1.0035000000,1.0378125000,0.0001875000,1.0164375000,0.0000000000,24.6672409308,34.4260682239,96168.8472187204
2.6936709881,0.6532500000,0.9305625000,1.0035000000,1.0376250000,0.0000000000,1.0162500000,0.0000000000,24.6672409308,34.4317508872,96169.1875579558
3.1517550945,0.6530625000,0.9305625000,1.0035000000,1.0378125000,0.0000000000,1.0162500000,0.0000000000,24.6672409308,34.4374335411,96166.4648448748
3.6609048843,0.6530625000,0.9305625000,1.0033125000,1.0376250000,0.0000000000,1.0162500000,0.0000000000,24.6691420395,34.3862655366,96166.7649065067
4.1449432373,0.6532500000,0.9305625000,1.0035000000,1.0376250000,0.0000000000,1.0164375000,-0.0001875000,24.6697757424,34.4317202316,96166.8549250661
4.6383786201,0.6532500000,0.9307500000,1.0035000000,1.0378125000,0.0000000000,1.0164375000,-0.0001875000,24.6678746337,34.5056176757,96168.2565603970
5.1775593758,0.6530625000,0.9307500000,1.0035000000,1.0378125000,0.0000000000,1.0164375000,-0.0001875000,24.6691420395,34.4487753143,96167.7859269161
5.7046294212,0.6532500000,0.9305625000,1.0036875000,1.0378125000,0.0000000000,1.0147500000,0.0000000000,24.6704094453,34.4260304538,96167.6256251896
